4.5,0.452,125.0,131.0
4.5,0.419,148.0,129.0
5.5,0.71,94.0,92.0
4.5,0.523,105.0,118.0
5.5,0.746,87.0,87.0
4.5,0.661,95.0,84.0
5.5,0.35100000000000003,180.0,177.0
3.1,0.6880000000000001,52.0,54.0
4.5,0.541,118.0,110.0
4.5,0.511,111.0,119.0
4.5,0.334,170.0,164.0
5.5,0.444,142.0,143.0
4.5,0.671,93.0,85.0
5.5,0.681,94.0,93.0
5.5,0.609,113.0,112.0
5.5,0.617,104.0,106.0
5.5,0.726,88.0,89.0
4.5,0.678,93.0,85.0
5.5,0.386,163.0,163.0
3.1,0.961,38.0,39.0
3.4,0.448,89.0,80.0
6.85,0.76,99.0,89.0
5.5,0.53,120.0,123.0
3.4,0.538,74.0,60.0
5.5,0.704,97.0,92.0
5.5,0.324,194.0,191.0
4.5,0.659,91.0,97.0
5.5,0.846,75.0,79.0
3.4,0.9550000000000001,38.0,43.0
4.5,0.354,161.0,152.0
3.1,0.296,123.0,106.0
3.4,0.426,93.0,88.0
3.1,0.274,131.0,128.0
3.4,0.618,69.0,67.0
3.4,0.385,108.0,107.0
5.5,0.594,114.0,111.0
5.5,0.41500000000000004,152.0,154.0
4.5,0.0,247.0,258.0
3.4,0.618,66.0,56.0
3.1,1.05,34.0,37.0
6.85,0.636,114.0,103.0
4.5,0.685,88.0,87.0
3.4,0.742,54.0,53.0
5.5,0.465,135.0,137.0
3.4,0.393,104.0,93.0
3.1,0.713,51.0,52.0
4.5,0.422,127.0,141.0
6.85,0.423,180.0,162.0
3.1,0.929,40.0,42.0
3.4,0.41400000000000003,94.0,89.0
3.1,0.707,52.0,55.0
5.5,0.747,88.0,86.0
3.1,0.918,40.0,39.0
4.5,0.442,118.0,135.0
6.85,0.496,147.0,138.0
4.5,0.56,101.0,107.0
5.5,0.47100000000000003,136.0,137.0
6.85,0.765,97.0,88.0
6.85,1.395,55.0,57.0
5.5,0.518,123.0,124.0
4.5,0.443,163.0,127.0
4.5,0.389,134.0,152.0
5.5,0.641,98.0,100.0
3.4,0.48,85.0,77.0
3.4,0.377,100.0,103.0
3.4,0.397,105.0,103.0
3.4,0.41400000000000003,96.0,97.0
4.5,0.336,153.0,170.0
5.5,0.607,111.0,109.0
6.85,1.883,41.0,43.0
6.85,0.766,109.0,87.0
4.5,0.734,79.0,89.0
3.4,0.405,96.0,96.0
4.5,0.368,141.0,157.0
4.5,0.638,92.0,101.0
6.85,0.795,95.0,81.0
4.5,0.40700000000000003,129.0,145.0
3.4,0.848,50.0,53.0
4.5,0.558,102.0,113.0
5.5,0.708,96.0,96.0
5.5,0.302,210.0,207.0
5.5,0.789,81.0,83.0
4.5,0.452,123.0,132.0
3.4,0.41500000000000004,94.0,90.0
6.85,0.465,155.0,146.0
5.5,0.295,211.0,207.0
4.5,0.451,123.0,132.0
6.85,0.481,153.0,139.0
3.4,1.068,38.0,36.0
6.85,1.008,73.0,67.0
6.85,0.798,95.0,83.0
4.5,0.296,171.0,192.0
4.5,0.28500000000000003,218.0,189.0
3.4,0.424,95.0,91.0
5.5,0.47800000000000004,131.0,134.0
5.5,0.548,117.0,114.0
5.5,0.628,112.0,104.0
6.85,0.384,191.0,175.0
3.4,0.425,97.0,93.0
5.5,0.6940000000000001,101.0,94.0
6.85,0.737,115.0,108.0
5.5,0.6940000000000001,89.0,92.0
4.5,0.619,116.0,94.0
4.5,0.433,126.0,137.0
3.4,0.887,46.0,45.0
4.5,0.613,106.0,95.0
3.4,0.401,108.0,96.0
4.5,0.337,150.0,169.0
6.85,0.64,114.0,103.0
6.85,0.404,179.0,165.0
5.5,0.339,188.0,182.0
4.5,0.337,168.0,162.0
4.5,0.681,88.0,95.0
5.5,0.844,75.0,77.0
5.5,0.734,89.0,90.0
3.4,0.37,101.0,105.0
3.1,0.9390000000000001,39.0,41.0
5.5,0.787,80.0,85.0
6.85,0.8240000000000001,90.0,84.0
4.5,0.662,91.0,91.0
4.5,0.683,86.0,94.0
3.1,0.27,131.0,128.0
4.5,0.629,94.0,95.0
3.4,0.589,72.0,70.0
4.5,0.5720000000000001,100.0,105.0
3.1,0.492,78.0,65.0
6.85,1.131,69.0,61.0
4.5,0.5630000000000001,125.0,105.0
4.5,0.661,90.0,92.0
4.5,0.391,135.0,152.0
6.85,0.376,190.0,192.0
5.5,0.515,122.0,127.0
4.5,0.339,150.0,169.0
4.5,0.0,273.0,262.0
5.5,0.493,127.0,127.0
5.5,0.359,176.0,176.0
6.85,0.431,173.0,159.0
3.1,1.042,35.0,36.0
6.85,0.806,93.0,79.0
3.4,0.647,67.0,58.0
6.85,0.886,85.0,76.0
3.4,0.419,95.0,94.0
4.5,0.451,124.0,132.0
3.4,0.41400000000000003,95.0,94.0
3.4,0.542,73.0,64.0
3.4,0.399,101.0,92.0
5.5,0.731,87.0,89.0
3.4,0.62,68.0,70.0
6.85,1.276,61.0,63.0
4.5,0.338,150.0,169.0
3.4,0.422,94.0,90.0
6.85,0.771,108.0,86.0
3.1,1.077,60.0,29.0
5.5,0.742,86.0,89.0
4.5,0.727,81.0,84.0
3.1,0.834,56.0,44.0
4.5,0.756,76.0,88.0
3.1,0.502,70.0,63.0
5.5,0.653,97.0,99.0
3.4,0.389,113.0,96.0
6.85,0.735,111.0,91.0
5.5,0.537,119.0,118.0
4.5,0.598,119.0,96.0
4.5,0.733,78.0,90.0
4.5,0.444,143.0,125.0
3.4,0.426,92.0,91.0
3.1,0.733,52.0,52.0
6.85,0.40900000000000003,176.0,165.0
5.5,0.846,75.0,79.0
3.1,0.623,57.0,58.0
3.1,0.268,130.0,127.0
4.5,0.505,112.0,120.0
3.1,0.727,52.0,52.0
6.85,1.62,52.0,49.0
5.5,0.559,114.0,116.0
5.5,0.386,158.0,164.0
6.85,1.211,58.0,54.0
6.85,1.7590000000000001,45.0,45.0
6.85,0.47700000000000004,151.0,143.0
3.4,0.458,87.0,78.0
3.4,0.422,94.0,86.0
4.5,0.28,180.0,198.0
3.4,0.623,69.0,68.0
3.4,0.491,79.0,81.0
5.5,0.372,164.0,172.0
6.85,1.5010000000000001,50.0,54.0
3.4,0.47800000000000004,87.0,71.0
5.5,0.844,75.0,79.0
4.5,0.587,98.0,102.0
5.5,0.297,215.0,208.0
3.1,0.489,70.0,64.0
6.85,0.406,177.0,165.0
3.1,0.179,235.0,189.0
5.5,0.614,114.0,119.0
5.5,0.421,149.0,149.0
6.85,0.807,92.0,84.0
4.5,0.28700000000000003,211.0,188.0
5.5,0.641,107.0,104.0
4.5,0.522,137.0,112.0
4.5,0.677,89.0,96.0
6.85,0.498,146.0,136.0
3.4,0.428,93.0,90.0
4.5,0.743,78.0,88.0
3.4,0.395,105.0,93.0
5.5,0.756,83.0,85.0
3.4,0.767,54.0,48.0
6.85,0.41400000000000003,174.0,164.0
4.5,0.517,104.0,120.0
4.5,0.488,111.0,124.0
6.85,0.378,195.0,180.0
4.5,0.23500000000000001,240.0,224.0
3.4,0.392,106.0,95.0
5.5,0.492,128.0,127.0
3.1,0.873,42.0,43.0
5.5,0.648,97.0,98.0
3.4,0.387,107.0,105.0
6.85,0.602,121.0,109.0
3.4,0.73,51.0,54.0
5.5,0.784,80.0,82.0
4.5,0.708,83.0,86.0
6.85,0.47200000000000003,151.0,143.0
4.5,0.424,128.0,140.0
3.4,0.427,89.0,96.0
6.85,1.603,52.0,50.0
5.5,0.621,100.0,104.0
5.5,0.535,118.0,116.0
5.5,0.651,98.0,105.0
5.5,0.322,193.0,191.0
6.85,0.445,173.0,158.0
6.85,1.282,60.0,63.0
4.5,0.62,93.0,101.0
5.5,0.5720000000000001,111.0,112.0
5.5,0.6880000000000001,91.0,93.0
3.1,0.808,44.0,48.0
6.85,1.312,58.0,59.0
3.1,0.906,41.0,42.0
3.1,0.542,65.0,67.0
3.1,0.898,41.0,42.0
4.5,0.531,106.0,114.0
6.85,0.376,193.0,180.0
3.4,1.104,36.0,35.0
6.85,1.012,76.0,64.0
3.4,0.861,50.0,45.0
4.5,0.0,270.0,284.0
3.1,0.975,38.0,37.0
3.1,0.585,60.0,62.0
3.4,0.397,101.0,93.0
6.85,0.402,182.0,170.0
3.4,0.47700000000000004,87.0,79.0
6.85,1.266,59.0,62.0
6.85,0.581,129.0,131.0
4.5,0.332,170.0,164.0
4.5,0.43,169.0,130.0
4.5,0.545,103.0,116.0
3.4,0.793,48.0,53.0
6.85,0.625,116.0,103.0
6.85,0.747,110.0,89.0
3.4,0.381,110.0,103.0
6.85,0.513,143.0,133.0
6.85,0.986,80.0,65.0
4.5,0.279,181.0,200.0
4.5,0.468,134.0,124.0
6.85,0.799,89.0,85.0
5.5,0.725,88.0,90.0
3.4,1.12,36.0,34.0
3.4,0.742,52.0,52.0
4.5,0.198,256.0,267.0
5.5,0.48,132.0,132.0
6.85,0.803,90.0,85.0
3.1,1.093,33.0,34.0
4.5,0.297,170.0,190.0
6.85,0.421,170.0,163.0
3.4,0.598,66.0,75.0
3.4,0.743,54.0,53.0
5.5,0.42,148.0,150.0
3.4,0.964,45.0,38.0
3.4,0.848,50.0,51.0
5.5,0.325,191.0,189.0
3.4,0.388,102.0,95.0
6.85,0.606,119.0,108.0
4.5,0.429,127.0,139.0
3.4,0.47500000000000003,87.0,79.0
3.4,0.626,67.0,65.0
3.1,0.842,44.0,44.0
5.5,0.795,80.0,83.0
6.85,1.452,54.0,57.0
3.1,0.329,106.0,111.0
3.1,0.792,47.0,47.0
6.85,1.7750000000000001,42.0,43.0
3.4,0.44,92.0,92.0
4.5,0.272,216.0,196.0
6.85,0.8320000000000001,88.0,80.0
3.4,0.41100000000000003,89.0,97.0
4.5,0.274,208.0,195.0
4.5,0.291,173.0,193.0
5.5,0.543,113.0,116.0
6.85,0.975,78.0,69.0
3.4,0.736,52.0,54.0
3.1,0.485,75.0,69.0
6.85,0.41100000000000003,175.0,163.0
5.5,0.724,94.0,90.0
4.5,0.544,102.0,110.0
3.4,0.388,107.0,95.0
6.85,0.997,73.0,66.0
5.5,0.788,80.0,83.0
6.85,0.377,194.0,180.0
4.5,0.487,133.0,121.0
3.1,0.9520000000000001,39.0,39.0
5.5,0.754,83.0,86.0
5.5,0.343,182.0,181.0
3.1,1.075,60.0,30.0
6.85,1.6460000000000001,47.0,49.0
3.4,0.426,92.0,90.0
3.4,0.41400000000000003,96.0,96.0
4.5,0.439,127.0,134.0
4.5,0.359,144.0,161.0
5.5,0.681,96.0,94.0
6.85,0.798,95.0,82.0
3.4,0.423,95.0,89.0
6.85,1.524,51.0,53.0
3.1,0.655,56.0,57.0
3.4,0.578,86.0,74.0
3.4,0.41300000000000003,96.0,91.0
3.4,0.4,102.0,102.0
4.5,0.645,92.0,92.0
3.4,0.40700000000000003,98.0,95.0
4.5,0.529,105.0,116.0
4.5,0.555,126.0,108.0
4.5,0.0,189.0,208.0
4.5,0.352,165.0,155.0
4.5,0.681,91.0,86.0
3.4,0.841,51.0,48.0
6.85,0.796,94.0,82.0
3.1,0.368,97.0,87.0
5.5,0.644,98.0,99.0
4.5,0.47500000000000003,123.0,127.0
3.1,0.994,37.0,37.0
6.85,0.8300000000000001,90.0,78.0
3.1,0.9390000000000001,43.0,41.0
5.5,0.651,107.0,100.0
5.5,0.845,75.0,80.0
3.1,1.087,59.0,29.0
5.5,0.7030000000000001,91.0,91.0
6.85,0.858,92.0,77.0
4.5,0.458,158.0,124.0
3.1,1.062,61.0,28.0
5.5,0.739,87.0,87.0
3.4,0.641,67.0,67.0
3.4,0.422,99.0,93.0
3.4,0.444,90.0,84.0
5.5,0.645,109.0,102.0
5.5,0.467,134.0,139.0
4.5,0.654,91.0,98.0
3.4,0.421,92.0,88.0
4.5,0.5640000000000001,134.0,105.0
6.85,1.309,61.0,61.0
6.85,0.994,78.0,69.0
5.5,0.514,123.0,125.0
5.5,0.779,82.0,84.0
3.1,0.29,120.0,119.0
6.85,1.367,53.0,51.0
5.5,0.674,104.0,97.0
4.5,0.26,194.0,215.0
5.5,0.842,75.0,77.0
6.85,0.625,120.0,122.0
4.5,0.659,89.0,91.0
3.4,0.40800000000000003,93.0,95.0
3.4,1.199,36.0,31.0
3.4,0.5660000000000001,74.0,67.0
4.5,0.464,125.0,129.0
4.5,0.528,107.0,115.0
3.4,0.41600000000000004,97.0,90.0
3.1,1.131,34.0,34.0
4.5,0.599,119.0,96.0
3.4,0.514,78.0,73.0
3.1,0.732,53.0,53.0
3.1,0.17400000000000002,231.0,211.0
5.5,0.797,81.0,87.0
5.5,0.64,108.0,102.0
5.5,0.328,190.0,188.0
5.5,0.33,189.0,185.0
4.5,0.35000000000000003,185.0,156.0
6.85,1.276,60.0,60.0
5.5,0.714,93.0,91.0
6.85,0.401,181.0,168.0
3.1,0.513,70.0,71.0
4.5,0.482,122.0,126.0
6.85,1.624,46.0,49.0
5.5,0.433,147.0,146.0
6.85,1.637,47.0,47.0
6.85,1.055,70.0,65.0
4.5,0.458,114.0,129.0
5.5,0.553,116.0,118.0
6.85,1.476,53.0,56.0
3.4,0.41000000000000003,92.0,100.0
4.5,0.53,133.0,111.0
3.4,0.417,98.0,90.0
5.5,0.785,79.0,83.0
6.85,1.595,48.0,51.0
6.85,0.778,108.0,84.0
3.1,0.185,209.0,184.0
4.5,0.426,148.0,131.0
5.5,0.906,71.0,74.0
6.85,1.131,69.0,70.0
6.85,1.78,46.0,47.0
3.1,0.903,40.0,42.0
4.5,0.68,88.0,96.0
4.5,0.65,97.0,88.0
5.5,0.511,124.0,124.0
4.5,0.433,126.0,138.0
4.5,0.643,91.0,93.0
3.4,0.88,48.0,46.0
4.5,0.628,93.0,101.0
5.5,0.47300000000000003,132.0,129.0
5.5,0.405,154.0,160.0
3.4,0.483,82.0,77.0
5.5,0.732,86.0,88.0
6.85,0.796,112.0,99.0
5.5,0.685,93.0,95.0
3.1,0.721,53.0,48.0
4.5,0.678,91.0,85.0
5.5,0.896,72.0,75.0
5.5,0.516,122.0,126.0
5.5,0.672,94.0,97.0
4.5,0.442,125.0,135.0
6.85,1.051,73.0,65.0
3.1,0.279,124.0,123.0
5.5,0.335,186.0,184.0
6.85,0.807,90.0,84.0
4.5,0.499,115.0,121.0
3.1,0.765,47.0,50.0
3.4,0.498,79.0,80.0
5.5,0.5660000000000001,113.0,114.0
3.4,0.425,93.0,88.0
6.85,0.835,92.0,80.0
3.4,0.424,95.0,93.0
6.85,1.223,60.0,52.0
3.4,0.865,47.0,46.0
6.85,1.178,67.0,59.0
5.5,0.729,90.0,90.0
5.5,0.6880000000000001,91.0,91.0
4.5,0.269,185.0,204.0
3.4,0.525,78.0,70.0
4.5,0.5710000000000001,111.0,106.0
5.5,0.343,181.0,181.0
5.5,0.336,185.0,184.0
6.85,0.91,81.0,73.0
5.5,0.777,81.0,91.0
3.4,0.558,77.0,75.0
3.4,0.55,74.0,67.0
4.5,0.541,130.0,109.0
3.1,0.732,53.0,52.0
5.5,0.778,83.0,82.0
3.4,0.424,95.0,86.0
6.85,0.835,94.0,80.0
5.5,0.786,79.0,82.0
3.4,0.5680000000000001,73.0,67.0
3.1,0.268,137.0,115.0
3.1,0.308,118.0,108.0
6.85,0.756,110.0,89.0
3.1,0.8260000000000001,44.0,47.0
4.5,0.393,133.0,149.0
6.85,0.794,92.0,83.0
4.5,0.383,139.0,153.0
6.85,0.796,95.0,84.0
3.4,0.748,49.0,52.0
3.1,0.317,116.0,104.0
4.5,0.337,150.0,170.0
3.1,0.663,55.0,57.0
4.5,0.5640000000000001,101.0,106.0
3.4,0.42,93.0,88.0
5.5,0.6880000000000001,101.0,94.0
4.5,0.529,107.0,115.0
6.85,0.9480000000000001,78.0,71.0
5.5,0.722,93.0,95.0
5.5,0.306,204.0,201.0
3.1,0.6890000000000001,52.0,52.0
3.1,0.592,63.0,64.0
3.4,1.022,37.0,40.0
4.5,0.493,146.0,121.0
6.85,1.192,66.0,68.0
4.5,0.742,78.0,88.0
4.5,0.599,126.0,97.0
3.4,0.5760000000000001,66.0,73.0
3.1,0.418,86.0,86.0
6.85,0.422,184.0,163.0
4.5,0.249,232.0,212.0
3.4,0.41000000000000003,92.0,99.0
5.5,0.47200000000000003,133.0,134.0
3.1,0.189,209.0,180.0
3.4,0.41500000000000004,93.0,95.0
3.1,0.399,87.0,82.0
5.5,0.787,78.0,83.0
3.1,1.077,60.0,30.0
6.85,0.48,153.0,139.0
3.4,0.764,56.0,46.0
3.1,0.732,53.0,52.0
5.5,0.393,156.0,162.0
4.5,0.518,123.0,113.0
3.1,0.89,40.0,43.0
3.1,0.522,65.0,68.0
4.5,0.34400000000000003,149.0,166.0
5.5,0.325,199.0,192.0
3.4,0.853,50.0,53.0
4.5,0.356,144.0,161.0
3.1,0.729,54.0,51.0
6.85,1.78,46.0,46.0
5.5,0.753,86.0,87.0
3.1,0.183,221.0,186.0
5.5,0.847,75.0,78.0
5.5,0.516,120.0,121.0
3.1,0.932,41.0,40.0
6.85,1.687,45.0,48.0
4.5,0.527,120.0,114.0
3.4,0.637,68.0,65.0
3.1,0.0,212.0,196.0
6.85,0.84,88.0,81.0
5.5,0.843,75.0,77.0
6.85,1.739,42.0,46.0
6.85,0.376,194.0,180.0
5.5,0.302,209.0,204.0
3.4,0.734,59.0,48.0
4.5,0.502,114.0,121.0
5.5,0.789,80.0,88.0
6.85,0.647,113.0,102.0
6.85,0.377,193.0,180.0
3.1,0.0,192.0,173.0
5.5,0.34900000000000003,181.0,177.0
3.4,0.41400000000000003,95.0,89.0
3.4,0.406,100.0,101.0
4.5,0.32,159.0,176.0
5.5,0.5660000000000001,114.0,116.0
6.85,0.43,167.0,157.0
4.5,0.47000000000000003,122.0,128.0
5.5,0.721,89.0,91.0
4.5,0.579,98.0,109.0
5.5,0.401,153.0,159.0
5.5,0.462,134.0,139.0
3.4,0.41200000000000003,94.0,92.0
5.5,0.432,145.0,147.0
6.85,1.012,73.0,65.0
3.4,0.417,100.0,119.0
3.1,0.754,52.0,47.0
5.5,0.423,149.0,152.0
5.5,0.0,226.0,211.0
5.5,0.6900000000000001,92.0,92.0
3.4,0.437,93.0,87.0
5.5,0.378,169.0,167.0
3.4,0.9450000000000001,40.0,43.0
3.1,0.376,97.0,96.0
6.85,1.749,46.0,47.0
3.1,0.221,195.0,140.0
4.5,0.649,92.0,98.0
4.5,0.375,140.0,156.0
3.4,0.425,97.0,93.0
5.5,0.751,85.0,87.0
3.4,0.738,62.0,53.0
4.5,0.403,129.0,146.0
6.85,0.792,95.0,85.0
3.4,0.419,89.0,98.0
3.1,0.58,62.0,62.0
5.5,0.634,100.0,102.0
4.5,0.602,106.0,98.0
5.5,0.318,197.0,193.0
6.85,0.377,194.0,180.0
4.5,0.367,161.0,146.0
6.85,0.483,152.0,142.0
6.85,0.498,147.0,137.0
5.5,0.717,89.0,90.0
6.85,0.744,98.0,88.0
3.4,0.418,97.0,90.0
6.85,0.914,83.0,76.0
5.5,0.0,226.0,214.0
6.85,0.764,96.0,86.0
5.5,0.6930000000000001,92.0,92.0
4.5,0.0,289.0,279.0
4.5,0.451,125.0,132.0
6.85,0.41100000000000003,177.0,163.0
5.5,0.379,169.0,167.0
5.5,0.8210000000000001,78.0,80.0
4.5,0.491,129.0,117.0
5.5,0.381,167.0,166.0
3.1,0.298,116.0,107.0
3.4,0.721,55.0,52.0
4.5,0.663,92.0,97.0
6.85,1.587,53.0,49.0
4.5,0.452,121.0,133.0
6.85,1.141,64.0,59.0
5.5,0.612,103.0,104.0
3.1,1.07,60.0,30.0
3.4,0.423,91.0,89.0
3.4,0.584,72.0,64.0
5.5,0.404,153.0,159.0
3.1,0.298,128.0,108.0
3.1,1.039,59.0,25.0
5.5,0.773,82.0,83.0
3.4,0.419,99.0,97.0
5.5,0.757,85.0,86.0
5.5,0.561,114.0,113.0
3.4,0.514,81.0,69.0
3.1,1.018,37.0,36.0
6.85,0.745,111.0,89.0
4.5,0.273,181.0,201.0
5.5,0.847,75.0,77.0
5.5,0.618,112.0,108.0
3.4,0.40800000000000003,97.0,91.0
5.5,0.842,75.0,78.0
6.85,1.301,61.0,62.0
6.85,0.444,163.0,150.0
3.4,0.734,58.0,56.0
4.5,0.333,152.0,170.0
4.5,0.35000000000000003,165.0,155.0
5.5,0.457,135.0,140.0
4.5,0.46,126.0,129.0
3.4,0.483,82.0,75.0
4.5,0.663,94.0,85.0
6.85,0.498,146.0,137.0
3.1,0.742,52.0,51.0
4.5,0.592,108.0,102.0
4.5,0.425,169.0,133.0
5.5,0.47000000000000003,137.0,135.0
4.5,0.531,120.0,116.0
5.5,0.325,194.0,190.0
5.5,0.432,143.0,149.0
5.5,0.8290000000000001,78.0,78.0
5.5,0.334,188.0,186.0
5.5,0.5680000000000001,113.0,112.0
3.4,0.41300000000000003,97.0,91.0
5.5,0.763,86.0,84.0
3.4,0.406,97.0,97.0
4.5,0.732,78.0,91.0
5.5,0.393,160.0,162.0
5.5,0.641,100.0,99.0
4.5,0.62,94.0,102.0
4.5,0.40700000000000003,153.0,136.0
3.1,0.264,131.0,122.0
6.85,1.861,42.0,42.0
4.5,0.453,127.0,132.0
3.4,0.663,64.0,59.0
6.85,0.93,78.0,71.0
4.5,0.671,89.0,96.0
6.85,1.1460000000000001,65.0,67.0
3.4,0.419,99.0,94.0
6.85,0.8180000000000001,92.0,78.0
3.1,0.727,54.0,52.0
6.85,1.172,63.0,68.0
4.5,0.47400000000000003,146.0,128.0
6.85,0.6920000000000001,104.0,96.0
4.5,0.34800000000000003,149.0,163.0
5.5,0.679,93.0,94.0
5.5,0.495,129.0,128.0
5.5,0.77,83.0,89.0
6.85,1.008,77.0,70.0
4.5,0.28200000000000003,191.0,187.0
4.5,0.681,90.0,85.0
5.5,0.879,74.0,76.0
3.4,0.387,106.0,99.0
3.1,0.536,72.0,65.0
6.85,1.29,57.0,54.0
4.5,0.53,107.0,114.0
6.85,1.079,70.0,79.0
6.85,0.744,111.0,90.0
3.4,0.391,103.0,90.0
6.85,1.744,43.0,46.0
5.5,0.369,175.0,169.0
6.85,0.406,173.0,166.0
4.5,0.453,161.0,126.0
5.5,0.752,82.0,87.0
5.5,0.616,104.0,104.0
3.4,0.877,49.0,45.0
6.85,1.7750000000000001,44.0,47.0
3.1,0.0,205.0,198.0
4.5,0.47600000000000003,122.0,127.0
5.5,0.842,75.0,78.0
3.4,0.398,101.0,87.0
5.5,0.35000000000000003,181.0,177.0
5.5,0.78,80.0,87.0
4.5,0.302,167.0,185.0
5.5,0.705,96.0,92.0
4.5,0.272,184.0,204.0
6.85,1.1,68.0,63.0
3.1,0.619,63.0,59.0
3.1,0.259,136.0,122.0
6.85,0.378,193.0,182.0
3.1,1.07,34.0,36.0
3.4,0.422,91.0,88.0
3.1,1.129,34.0,34.0
5.5,0.843,74.0,78.0
4.5,0.433,168.0,129.0
5.5,0.763,84.0,86.0
3.1,0.268,129.0,119.0
5.5,0.449,139.0,138.0
3.4,0.542,73.0,68.0
4.5,0.322,157.0,177.0
3.4,0.833,49.0,47.0
4.5,0.363,161.0,149.0
3.1,0.732,53.0,53.0
3.4,0.847,50.0,45.0
5.5,0.726,87.0,87.0
3.4,0.554,75.0,69.0
6.85,0.837,90.0,82.0
6.85,0.75,113.0,90.0
4.5,0.64,99.0,89.0
3.1,0.557,64.0,66.0
4.5,0.45,127.0,132.0
6.85,1.452,55.0,55.0
3.4,0.859,49.0,42.0
3.1,0.858,43.0,46.0
6.85,0.8260000000000001,92.0,82.0
3.1,0.984,37.0,38.0
5.5,0.559,115.0,116.0
3.1,0.625,57.0,60.0
3.4,0.987,43.0,39.0
